業務	BUC	先	アクティビティ	次	UC	関連モデル1	関連オブジェクト1	関連モデル2	関連オブジェクト2	説明	立場
クロスチェック業務	速報クロスチェックフロー	""	速報比較依頼を作成する	""	blue/green runnerの完了通知を受けて速報比較依頼を作成する	イベント	blue実装完了通知イベント	外部システム	blue実装	""	""
クロスチェック業務	速報クロスチェックフロー	""	速報比較依頼を作成する	""	blue/green runnerの完了通知を受けて速報比較依頼を作成する	イベント	green実装完了通知イベント	外部システム	green実装	""	""
クロスチェック業務	速報クロスチェックフロー	""	速報比較を実行する	""	速報クロスチェックを実行し差分を検知する	情報	速報比較依頼	""	""	日次の全量比較を待たずに実行結果の差分を検知し、速報比較依頼状態をSUCCEEDED/FAILEDへ遷移させる	""
クロスチェック業務	速報クロスチェックフロー	""	速報比較を実行する	""	速報クロスチェックを実行し差分を検知する	情報	Runner実行結果（started-at.txt/stdout.log/stderr.log/exitcode.txt）	""	""	""	""
クロスチェック業務	速報クロスチェックフロー	""	速報比較を実行する	""	速報クロスチェックを実行し差分を検知する	情報	速報比較結果	""	""	""	""
クロスチェック業務	速報クロスチェックフロー	""	速報比較を実行する	""	速報クロスチェックを実行し差分を検知する	画面	速報クロスチェック実行画面	アクター	運用者	""	""
クロスチェック業務	確報クロスチェックフロー	""	リリース判断の正本を確認する	""	確報クロスチェック結果を確認する	情報	確報比較依頼	""	""	リリース判断者が日次の確報比較結果を確認し、リリース判断の正本として利用する	""
クロスチェック業務	確報クロスチェックフロー	""	リリース判断の正本を確認する	""	確報クロスチェック結果を確認する	画面	確報クロスチェック結果確認画面	アクター	リリース判断者	""	""
クロスチェック業務	確報クロスチェックフロー	""	確報比較を実行する	""	全テーブル・全ファイルを対象に確報クロスチェックを実行する	情報	確報比較依頼	""	""	日次で全テーブル・全ファイルを対象に整合性を確認し、確報比較依頼状態をSUCCEEDED/FAILEDへ遷移させる	""
クロスチェック業務	確報クロスチェックフロー	""	確報比較を実行する	""	全テーブル・全ファイルを対象に確報クロスチェックを実行する	情報	execution-spec.json	""	""	""	""
クロスチェック業務	確報クロスチェックフロー	""	確報比較を実行する	""	全テーブル・全ファイルを対象に確報クロスチェックを実行する	画面	確報クロスチェック実行画面	アクター	運用者	""	""
クロスチェック業務	確報クロスチェックフロー	""	確報結果をジョブスケジューラへ応答する	""	確報クロスチェック結果をstdout/stderr/exitcodeで応答する	情報	確報比較依頼	""	""	比較結果・差分件数・レポートURIなどを含めず、標準出力・標準エラー・終了コードのみに限定して応答する	""
クロスチェック業務	確報クロスチェックフロー	""	確報結果をジョブスケジューラへ応答する	""	確報クロスチェック結果をstdout/stderr/exitcodeで応答する	画面	確報結果応答画面	アクター	運用者	""	""
クロスチェック業務	確報クロスチェックフロー	""	確報結果をジョブスケジューラへ応答する	""	確報クロスチェック結果をstdout/stderr/exitcodeで応答する	イベント	確報結果応答イベント	外部システム	ジョブスケジューラ	""	""
実行監視業務	ハング監視フロー	""	ハング・異常通知を受領する	""	ハング疑い・異常の通知を確認する	情報	ハング検知記録	""	""	運用者が定期検知されたハング疑いや異常の通知を受け取り、対応要否を判断する	""
実行監視業務	ハング監視フロー	""	ハング・異常通知を受領する	""	ハング疑い・異常の通知を確認する	画面	ハング異常通知確認画面	アクター	運用者	""	""
実行監視業務	ハング監視フロー	""	background実行異常を定期検知する	""	background実行の未完了・非0終了・速報比較異常を定期検知する	情報	Runner実行結果（started-at.txt/stdout.log/stderr.log/exitcode.txt）	""	""	background実行の未完了・非0終了・速報クロスチェック異常を定期的に検知する	""
実行監視業務	ハング監視フロー	""	background実行異常を定期検知する	""	background実行の未完了・非0終了・速報比較異常を定期検知する	情報	速報比較結果	""	""	""	""
実行監視業務	ハング監視フロー	""	background実行異常を定期検知する	""	background実行の未完了・非0終了・速報比較異常を定期検知する	情報	ハング検知記録	""	""	""	""
実行監視業務	ハング監視フロー	""	background実行異常を定期検知する	""	background実行の未完了・非0終了・速報比較異常を定期検知する	条件	hang_detect_limit_minutes	""	""	""	""
実行監視業務	ハング監視フロー	""	background実行異常を定期検知する	""	background実行の未完了・非0終了・速報比較異常を定期検知する	画面	background実行異常検知画面	アクター	移行運用責任者	""	""
実行監視業務	ハング監視フロー	""	異常を運用者へ通知する	""	ハング疑い・異常を運用者へ通知する	情報	ハング検知記録	""	""	検知したハング疑いや異常を運用者へ通知する	""
実行監視業務	ハング監視フロー	""	異常を運用者へ通知する	""	ハング疑い・異常を運用者へ通知する	画面	異常通知発信画面	アクター	移行運用責任者	""	""
実行制御業務	blue中止フロー	""	blue background実行の中止を依頼する	""	blue background実行の中止を依頼する	情報	Runner実行結果（started-at.txt/stdout.log/stderr.log/exitcode.txt）	""	""	停止確認済みのblue background実行について中止を発意する	""
実行制御業務	blue中止フロー	""	blue background実行の中止を依頼する	""	blue background実行の中止を依頼する	画面	blue background中止依頼画面	アクター	運用者	""	""
実行制御業務	blue中止フロー	""	blue background実行の中止を依頼する	""	blue background実行の中止を依頼する	イベント	blue実装中止依頼イベント	外部システム	blue実装	""	""
実行制御業務	blue中止フロー	""	blue background実行を中止する	""	対話確認のうえblue background実行をABORTEDへ遷移させる	情報	Runner実行結果（started-at.txt/stdout.log/stderr.log/exitcode.txt）	""	""	対話確認により実プロセスの停止を確認したうえで、blue background slot実行状態をABORTEDへ明示的に遷移させる	""
実行制御業務	blue中止フロー	""	blue background実行を中止する	""	対話確認のうえblue background実行をABORTEDへ遷移させる	画面	blue background中止確認画面	アクター	運用者	""	""
実行制御業務	blue中止フロー	""	blue background実行を中止する	""	対話確認のうえblue background実行をABORTEDへ遷移させる	イベント	blue実装中止指示イベント	外部システム	blue実装	""	""
実行制御業務	green中止フロー	""	green background実行の中止を依頼する	""	green background実行の中止を依頼する	情報	Runner実行結果（started-at.txt/stdout.log/stderr.log/exitcode.txt）	""	""	停止確認済みのgreen background実行について中止を発意する	""
実行制御業務	green中止フロー	""	green background実行の中止を依頼する	""	green background実行の中止を依頼する	画面	green background中止依頼画面	アクター	運用者	""	""
実行制御業務	green中止フロー	""	green background実行の中止を依頼する	""	green background実行の中止を依頼する	イベント	green実装中止依頼イベント	外部システム	green実装	""	""
実行制御業務	green中止フロー	""	green background実行を中止する	""	対話確認のうえgreen background実行をABORTEDへ遷移させる	情報	Runner実行結果（started-at.txt/stdout.log/stderr.log/exitcode.txt）	""	""	対話確認により実プロセスの停止を確認したうえで、green background slot実行状態をABORTEDへ明示的に遷移させる	""
実行制御業務	green中止フロー	""	green background実行を中止する	""	対話確認のうえgreen background実行をABORTEDへ遷移させる	画面	green background中止確認画面	アクター	運用者	""	""
実行制御業務	green中止フロー	""	green background実行を中止する	""	対話確認のうえgreen background実行をABORTEDへ遷移させる	イベント	green実装中止指示イベント	外部システム	green実装	""	""
実行制御業務	速報比較中止フロー	""	速報比較の中止を依頼する	""	RUNNING中の速報比較依頼の中止を依頼する	情報	速報比較依頼	""	""	RUNNING中の速報比較依頼について中止を発意する	""
実行制御業務	速報比較中止フロー	""	速報比較の中止を依頼する	""	RUNNING中の速報比較依頼の中止を依頼する	画面	速報比較中止依頼画面	アクター	運用者	""	""
実行制御業務	速報比較中止フロー	""	速報比較を中止する	""	対話確認のうえ速報比較依頼をABORTEDへ遷移させる	情報	速報比較依頼	""	""	対話確認のうえRUNNING中の速報比較依頼をABORTED状態へ明示的に遷移させる	""
実行制御業務	速報比較中止フロー	""	速報比較を中止する	""	対話確認のうえ速報比較依頼をABORTEDへ遷移させる	画面	速報比較中止確認画面	アクター	運用者	""	""
実行制御業務	確報比較中止フロー	""	確報比較の中止を依頼する	""	RUNNING中の確報比較依頼の中止を依頼する	情報	確報比較依頼	""	""	RUNNING中の確報比較依頼について中止を発意する	""
実行制御業務	確報比較中止フロー	""	確報比較の中止を依頼する	""	RUNNING中の確報比較依頼の中止を依頼する	画面	確報比較中止依頼画面	アクター	運用者	""	""
実行制御業務	確報比較中止フロー	""	確報比較を中止する	""	対話確認のうえ確報比較依頼をABORTEDへ遷移させる	情報	確報比較依頼	""	""	対話確認のうえRUNNING中の確報比較依頼をABORTED状態へ明示的に遷移させる	""
実行制御業務	確報比較中止フロー	""	確報比較を中止する	""	対話確認のうえ確報比較依頼をABORTEDへ遷移させる	画面	確報比較中止確認画面	アクター	運用者	""	""
実行制御業務	background側リランフロー	""	リラン対象を選定する	""	再実行対象のbackground実行・速報比較依頼を選択する	情報	Runner実行結果（started-at.txt/stdout.log/stderr.log/exitcode.txt）	""	""	完了済みまたは中止済みのbackground実行や速報比較依頼から再実行対象を選択的に指定する	""
実行制御業務	background側リランフロー	""	リラン対象を選定する	""	再実行対象のbackground実行・速報比較依頼を選択する	情報	速報比較依頼	""	""	""	""
実行制御業務	background側リランフロー	""	リラン対象を選定する	""	再実行対象のbackground実行・速報比較依頼を選択する	画面	リラン対象選定画面	アクター	運用者	""	""
実行制御業務	background側リランフロー	""	元の実行設定でリランを実行する	""	execution-spec.jsonの実行設定を保ったまま再実行する	情報	execution-spec.json	""	""	元のexecution-spec.jsonの実行設定を保ったまま、選択したbackground実行または速報比較依頼を再実行する	""
実行制御業務	background側リランフロー	""	元の実行設定でリランを実行する	""	execution-spec.jsonの実行設定を保ったまま再実行する	画面	リラン実行画面	アクター	運用者	""	""
実行制御業務	background側リランフロー	""	元の実行設定でリランを実行する	""	execution-spec.jsonの実行設定を保ったまま再実行する	イベント	blue実装リラン実行イベント	外部システム	blue実装	""	""
実行制御業務	background側リランフロー	""	元の実行設定でリランを実行する	""	execution-spec.jsonの実行設定を保ったまま再実行する	イベント	green実装リラン実行イベント	外部システム	green実装	""	""
並行稼働実行業務	並行稼働実行フロー	""	blue/green slotを起動する	""	feature flag設定に基づきslotを選択して起動する	情報	slot別実行設定	""	""	""	""
並行稼働実行業務	並行稼働実行フロー	""	background roleを先行起動する	""	background roleを起動する	情報	slot別実行設定	""	""	""	""
並行稼働実行業務	並行稼働実行フロー	""	foreground実行結果をジョブスケジューラへ応答する	""	foreground roleの標準出力・標準エラー・終了コードを応答する	条件	relay-gateエラーの退避終了コード	""	""	""	""
クロスチェック業務	速報クロスチェックフロー	""	速報比較を実行する	""	速報クロスチェックを実行し差分を検知する	情報	比較定義	""	""	""	""
クロスチェック業務	確報クロスチェックフロー	""	確報比較を実行する	""	全テーブル・全ファイルを対象に確報クロスチェックを実行する	情報	比較定義	""	""	""	""
実行制御業務	background側リランフロー	""	元の実行設定でリランを実行する	""	execution-spec.jsonの実行設定を保ったまま再実行する	情報	slot別実行設定	""	""	""	""
