業務	BUC	先	アクティビティ	次	UC	関連モデル1	関連オブジェクト1	関連モデル2	関連オブジェクト2	説明	立場
クロスチェック業務	速報クロスチェックフロー		比較依頼の取得		速報比較依頼を claim する	画面	rapid-crosscheck worker claim 出力	アクター	運用者		受益者
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	中止指示			abort-blue / abort-green / abort-rapid-crosscheck / abort-final-crosscheck を --run-id 付きで起動し、対象の現在状態を表示してプロセス強制終了を対話確認する。yes のときに限り、background かつ RUNNING の slot 実行または RUNNING の比較依頼を ABORTED へ更新し、並行稼働実行も ABORTED にする。対象 slot が foreground または off、あるいは RUNNING 以外の場合は状態を変更せずエラー終了する。スクリプト自身はプロセスを停止せず状態更新だけを行い、二重実行を防ぐ。abort-blue / abort-green は成果物ディレクトリに aborted.txt(中止日時 1 行)を書き、RAPID_CROSSCHECK_MODE が off 以外なら管理 DB の状態も ABORTED に更新する。off でも成果物ファイルだけで中止が成立し、background-rerun で同じ run をリランできる。abort-blue / abort-green は対象 run に REQUESTED で未着手(worker が claim していない)の速報比較依頼があればそれも ABORTED にする。CLAIMED / RUNNING の依頼は abort-rapid-crosscheck の対象とし、abort-blue / abort-green では変更しない	
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	slot 実行				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	速報比較依頼(rapid_crosscheck_request)				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	確報比較依頼(final_crosscheck_request)				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	並行稼働実行(parallel_run)				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	実行ログ				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	情報	Runner Result				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	slot 中止可否判定				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	依頼中止可否判定				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	停止確認応答				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	依頼状態遷移規則				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	条件	slot 実行の状態導出規則				
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	画面	abort 状態更新出力	アクター	運用者		受益者
実行復旧業務	実行中止フロー		実行状態の中止更新		実行を ABORTED へ遷移させる	イベント	中止スクリプトの起動	外部システム	ジョブスケジューラ		
